,Sugar,Ginger,Milk 3 Fat,TEA POWDER,Green Elaichi,Eggs,Maida,Salt Tata,Refind Oil,Atta,Clams,Mango Pulp,Curd Mother Dairy,Onion,Cucumber,Green Chilly,Beetroots,Jeera Powder,Potato,Cauliflower,Peel Garlic,Garam Masala,Ghee Nandani,Haldi Powder,Kasuri Methi,Kitchen King,Coriander Leaves,Rai,BASMATI RICE,Amul Cream,Chat Masala,Jeera Whole,Methi (w),Coconut Milk Powder,Lemon,Boondi,Jal Jeera,Kokum,Banana Leaf,Coconut Big,Dhaniya Whole,Bedki Chilli Dry,Chicken Breast Bonless,Capsicum,Badi Sunf,Dry Ginger,Kashmiri Chilli,Cinnamon (dalchini),Carrots,GREEN PEAS,FRESH BEANS,Malai Paneer,Laung,Javantry,Star Fool,Tej Patta,Kaju Tukda,Rose Water,Kewra Water,Basmati Rice,Mint Leaves,Chicken Masala,Sesame Oil,Soya Sauce LLK,Aromatic Powder,Veg Oyester Sauce,Chicken Leg Bonless,Coconut Oil,Strawberry Ice Cream,Besan,Broccoli,Asparagus,Baby Corn,Corn Flour,Green Zucchini,Tomato Ketchup,Bell Pepper Red,Water Chestnuts,Bell Papper Yellow,White Pepper Powder,Butter Amul,POHA,Appam Rice,Eno Regular,American Corn,Capsico Sauce,Fresh Red Chilly,Black Pepper Whole,Toor Dal,Pista,ALMOND,Fresh Milk (tabela),MAIDA,Jaiphal,CORN FLOUR,ROSE WATER,White Vinegar,Ajwain,Malai Kulfi,Mango Slice Kulfi,Papad big,Kabuli Chana,Bread Slice,CELERY LEAVES,CHANA DAL,Cheese Amul,Veg Mayonnaise,Iceberg Lettuce,Fresh Cream,BABY CORN,Cabbage,Dijon Mustard,Pineapple Fruit,Rawas Fish,Sev,Papdi,Mutton Big Raan,COCONUT DRY,Methi Fresh,Pok Choy,Potato Starch,Fresh Mushroom,Honey,Chana Dal,Rajma Chitra,Tomato Puree,Black Urad Whole,RAI,Celery Leaves,Kaju Whole,Medium Prawns,Green Curry Paste,Green Peas,Fresh Beans,Hoisin Sauce,Surmay Fish,MOONG DAL,Curd,APPLE,PAPAYA,8 To 9 Sauce,Kashmiri Chilli Powder,BELL PAPPER YELLOW,Bhavnagri Chilly,Yellow Chilli Powder,Peri Peri Masala,Fresh Basil,Shiitake Mushroom,Crab Meat,Sevai,Wonton Patta,Hing Powder,Shao Hsing Vinegar,Pomfret,Millennium Kulfi,RICE ATTA,Gulab Badam Slice Kulfi,Kesar Pista Kulfi,Kalonji,AMERICAN CORN,Papad Big,Vanilla Md Ice Cream,Baby Potato,Baby corn,Karela,Indian Chives,Squid,Prawns Frozen 70/80,Bread Crumbs Penko,Kikkoman Soya,Bbq Sauce,Black Pepper Powder,Lady Finger,Aalu Bukhara (plum),Chocolate Ice Cream,Imli,Lemon Grass,Tom Yum Cube,Green Corn,Sweet Corn Cream,PINEAPPLE FRUIT,Roasted Almond Slice Kulfi,METHI FRESH,Apple,Bean Sprouts,Green Peppercorn,Baking Powder,Butter Scotch Ice Cream,Tofu,Glass Noodles,Frut Overload Ice Cream,Bombil,Maggi Seasoning Sauce,Kafir Lemon Leaves,Madras Curry Powder,Chinese Cabbage,Moong Dal,Olive Oil,Plum Sauce,Mustard Kasundi 1000gm,Worcestershire Sauce Kalvert (bar),Makai Atta,Black Till,Black Fungus,Black Beans Seed,Sambal Oleal Sauce,Crab Whole Big,Green Olive Slice,Lemon Leaves,maida,sugar,atta,curd,coriander leaves,ghee,bajra,rice atta,jeera powder,cucumber,olive oil,american corn,cherry tomato,risotto rice,ginger,cauliflower,kitchen king,rai,onion,toor dal,moong whole,sev,chat masala,milk,besan,mint leaves,green chilly,garlic powder,iceberg lettuce,potato,mawa,black dal,chana dal,ajwain,green peas,boondi,capsicum,sama rice,kabuli chana,baby corn,mustard oil,lemon,sabudana,coconut milk,garam masala,lapsi,kasuri methi,tomato ketchup,baked beans,baby potato,khichiya papad,almond,amul cream,orange,feta cheese,lady finger,honey,keel patta,white pepper powder,lemon grass,lemon leaves,coconut milk powder,Green Garlic,Wasabi Tube,Bamboo Shoots,AJWAIN
2023-12-19,628.0,84.0,230.0,0.0,19.0,232.0,2328.0,621.0,747.0,1525.0,0.0,0.0,562.0,345.0,150.0,400.0,0.0,0.0,225.0,560.0,1470.0,140.0,928.0,154.0,76.0,140.0,396.0,2.0,150.0,2260.0,330.0,168.0,0.0,704.0,71.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1400.0,1180.0,2.0,2.0,70.0,8.0,580.0,600.0,1010.0,5475.0,6.0,0.0,5.0,0.0,0.0,4.0,0.0,1900.0,12.0,8.0,4.0,163.0,62.0,105.0,4220.0,0.0,0.0,50.0,620.0,20.0,170.0,250.0,60.0,225.0,180.0,20.0,180.0,17.0,527.0,0.0,0.0,0.0,1450.0,14.0,82.0,55.0,600.0,4.0,0.0,995.0,5.0,1.0,52.5,5.5,10.0,0.0,1.0,0.0,20.0,0.0,614.0,12.0,0.0,190.0,100.0,100.0,0.0,300.0,70.0,2.0,50.0,0.0,0.0,0.0,1680.0,0.0,300.0,60.0,28.0,560.0,0.0,250.0,250.0,540.0,750.0,0.0,20.0,40.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,150.0,0.0,0.0,0.0,95.0,5.0,80.0,20.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,500.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,4.0,0.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.35500000000000004,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.02,0.6000000000000001,0.8999999999999999,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-20,726.0,111.0,750.0,20.0,28.0,409.0,3788.0,626.0,956.0,1000.0,0.0,0.0,550.0,1055.0,20.0,344.0,50.0,70.0,225.0,500.0,1506.0,121.0,978.0,143.0,62.0,120.0,386.0,0.0,0.0,1620.0,255.0,184.0,5.0,704.0,66.0,10.0,20.0,0.0,0.5,50.0,15.0,30.0,850.0,1520.0,0.0,0.0,71.0,12.0,610.0,340.0,800.0,6705.0,10.0,4.0,11.0,6.0,350.0,34.0,30.0,3100.0,27.0,12.0,4.0,141.0,72.0,185.0,4860.0,30.0,0.0,50.0,400.0,40.0,290.0,390.0,170.0,215.0,210.0,0.0,210.0,26.0,557.0,0.0,300.0,0.0,1920.0,20.0,110.0,70.0,600.0,0.0,0.0,860.0,0.0,0.0,100.0,6.0,5.0,5.0,1.0,0.0,20.0,0.0,412.0,12.0,0.0,640.0,0.0,0.0,0.0,0.0,490.0,0.0,0.0,20.0,0.0,0.0,300.0,50.0,500.0,110.0,15.0,1170.0,0.0,300.0,300.0,640.0,900.0,0.0,0.0,0.0,0.0,0.0,104.0,100.0,0.0,0.0,0.0,0.0,100.0,80.0,0.0,0.0,100.0,0.0,0.0,0.0,70.0,35.0,50.0,40.0,180.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,2.0,10.0,20.0,200.0,45.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,0.0,20.0,10.0,120.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.12000000000000001,0.18,1.1700000000000002,0.1,0.6950000000000001,0.0,0.15,0.039,0.0,0.0,0.0,0.0,0.22,0.006,0.03,0.039,0.016,0.65,1.0,0.0,0.2,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-21,744.0,95.0,425.0,10.0,32.0,620.0,4529.0,940.0,1201.0,1900.0,600.0,50.0,744.0,665.0,200.0,611.0,50.0,10.0,1195.0,950.0,2263.0,184.0,1354.0,225.0,118.0,184.0,531.0,0.0,0.0,3190.0,453.0,245.0,0.0,1654.0,189.0,10.0,20.0,102.0,0.0,0.0,5.0,5.0,1650.0,1995.0,0.0,0.0,115.0,8.0,1180.0,1540.0,1700.0,10545.0,4.0,0.0,12.0,4.0,267.0,42.0,20.0,2300.0,25.0,8.0,0.0,423.0,102.0,80.0,4760.0,0.0,0.0,0.0,315.0,40.0,345.0,409.0,80.0,350.0,580.0,60.0,580.0,35.0,642.0,0.0,400.0,0.0,1540.0,24.0,172.0,36.0,600.0,6.0,12.0,1010.0,0.0,0.0,100.0,14.0,5.0,0.0,3.0,1.0,30.0,1000.0,410.0,8.0,0.0,110.0,0.0,0.0,0.0,100.0,150.0,0.0,0.0,0.0,10.0,10.0,1640.0,0.0,1000.0,70.0,24.0,1340.0,0.0,400.0,400.0,840.0,1200.0,0.0,10.0,44.0,0.0,0.0,152.0,50.0,0.0,0.0,43.0,10.0,200.0,160.0,2.0,2.0,100.0,0.0,1200.0,0.0,140.0,45.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,200.0,0.0,0.0,500.0,0.0,0.0,2.0,0.0,0.0,200.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,40.0,20.0,0.0,1000.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.32,0.0,0.15,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.014,0.0,0.35,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-22,584.0,119.0,445.0,10.0,28.0,503.0,4024.0,985.0,1213.0,2400.0,0.0,50.0,456.0,510.0,20.0,604.0,0.0,0.0,335.0,660.0,2157.0,200.0,1212.0,238.0,124.0,200.0,519.0,0.0,0.0,3820.0,486.0,276.0,0.0,812.0,78.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2400.0,2355.0,2.0,0.0,19.0,12.0,965.0,950.0,1160.0,13085.0,10.0,2.0,14.0,2.0,457.0,24.0,10.0,2400.0,12.0,28.0,4.0,287.0,90.0,60.0,5970.0,0.0,0.0,50.0,380.0,50.0,360.0,390.0,140.0,240.0,400.0,40.0,400.0,30.0,703.0,0.0,200.0,0.0,1380.0,24.0,190.0,24.0,0.0,6.0,12.0,150.0,0.0,0.0,200.0,10.0,0.0,0.0,1.0,0.0,30.0,500.0,416.0,16.0,0.0,440.0,50.0,0.0,100.0,400.0,450.0,0.0,10.0,40.0,0.0,0.0,1640.0,0.0,620.0,90.0,34.0,795.0,0.0,350.0,350.0,700.0,1050.0,1.0,30.0,20.0,700.0,0.0,120.0,150.0,0.0,0.0,43.0,10.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,180.0,65.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,100.0,0.0,1.0,0.0,200.0,0.0,120.0,0.0,0.0,0.0,2.0,0.0,30.0,200.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,160.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,60.0,30.0,0.0,500.0,0.0,0.0,0.0,30.0,200.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.12000000000000001,0.8400000000000001,1.71,0.16,1.34,0.0,0.0,0.08399999999999999,0.6,0.0,0.0,0.0,0.0,0.019,0.035,0.084,0.024,1.022,1.8,0.0,0.1,0.004,0.4,0.2,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.07200000000000001,0.0,0.0,0.021,0.08,0.06,0.0,0.0,0.004,0.0,0.0,0.01,0.0,0.0,0.006,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-23,1038.0,152.0,500.0,10.0,25.0,656.0,5702.0,1147.0,1443.0,2950.0,0.0,50.0,723.0,1830.0,180.0,761.0,150.0,10.0,1245.0,1430.0,2494.0,254.0,1652.0,296.0,146.0,248.0,688.0,0.0,0.0,4320.0,563.0,339.0,10.0,966.0,114.0,0.0,0.0,0.0,0.0,100.0,37.0,50.0,2700.0,3140.0,2.0,0.0,120.0,10.0,1110.0,1570.0,1580.0,15395.0,8.0,4.0,8.0,4.0,200.0,30.0,20.0,4300.0,22.0,12.0,0.0,388.0,100.0,250.0,7810.0,30.0,0.0,300.0,505.0,60.0,395.0,437.0,240.0,355.0,615.0,40.0,615.0,37.0,947.0,0.0,400.0,10.0,790.0,22.0,174.0,85.0,3000.0,4.0,0.0,1855.0,5.0,1.0,2.5,17.5,15.0,0.0,6.0,0.0,40.0,0.0,609.0,8.0,0.0,290.0,0.0,0.0,0.0,700.0,640.0,0.0,0.0,500.0,0.0,0.0,540.0,50.0,1160.0,140.0,24.0,1365.0,0.0,550.0,550.0,1140.0,1650.0,1.0,20.0,20.0,100.0,0.0,150.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,150.0,100.0,0.0,0.0,212.0,35.0,0.0,40.0,180.0,0.0,0.0,400.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,2.0,400.0,60.0,0.0,60.0,0.0,0.0,600.0,0.0,0.0,0.0,2.0,10.0,40.0,30.0,0.0,0.0,0.0,0.0,30.0,4.0,2.0,0.0,20.0,10.0,0.0,800.0,2.0,0.0,0.0,90.0,200.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.197,0.36,1.11,0.104,0.6950000000000001,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.0,0.01,0.28,0.034,0.01,0.602,0.7,0.0,0.0,0.004,0.0,0.23,0.004,0.004,0.01,0.0,0.04,0.09,0.1,0.05,0.0,0.26,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.004,0.12,0.0,0.0,0.0,0.0
2023-12-24,1791.0,150.0,1035.0,0.0,23.0,856.0,6754.0,1432.0,1676.0,4525.0,0.0,50.0,965.0,1400.0,40.0,831.0,150.0,170.0,335.0,710.0,3097.0,269.0,1662.0,322.0,160.0,264.0,915.0,0.0,0.0,4550.0,663.0,445.0,5.0,904.0,98.0,0.0,0.0,0.0,0.5,50.0,0.0,10.0,2300.0,5170.0,0.0,0.0,83.0,10.0,930.0,800.0,1260.0,21285.0,10.0,2.0,10.0,2.0,357.0,14.0,10.0,7700.0,26.0,12.0,0.0,491.0,150.0,250.0,9800.0,0.0,15.0,150.0,720.0,60.0,620.0,772.0,190.0,605.0,625.0,200.0,625.0,46.0,1158.0,0.0,300.0,0.0,2040.0,22.0,269.0,180.0,3000.0,18.0,12.0,2275.0,15.0,3.0,157.5,22.5,75.0,5.0,7.0,0.0,120.0,500.0,617.0,16.0,0.0,765.0,0.0,0.0,0.0,500.0,350.0,0.0,0.0,0.0,0.0,0.0,1920.0,100.0,490.0,160.0,50.0,2465.0,10.0,500.0,500.0,1040.0,1500.0,1.0,80.0,84.0,0.0,0.0,200.0,40.0,0.0,0.0,43.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,600.0,0.0,182.0,55.0,0.0,20.0,90.0,0.0,0.0,0.0,2.0,50.0,3.0,2.0,0.0,200.0,0.0,240.0,500.0,0.0,0.0,0.0,0.0,60.0,200.0,30.0,0.0,0.0,0.0,0.0,120.0,0.0,2.0,10.0,80.0,60.0,0.0,0.0,0.0,100.0,40.0,0.0,0.0,120.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,90.0,200.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,1.8599999999999999,0.077,0.38,2.4,0.08,1.075,0.0,0.3,0.199,0.0,0.14,0.0,0.0,0.0,0.019,0.31,0.194,0.0,0.23600000000000002,0.2,0.0,0.03,0.10400000000000001,2.4,0.0,0.0,0.0,0.0,0.07,0.04,0.15000000000000002,0.0,0.0,0.0,1.34,0.0,0.126,0.0,0.4,0.021,0.16,0.09,0.0,0.0,0.002,0.0,0.058,0.0,0.0,0.0,0.006,0.012,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.012,0.36,0.0,0.0,0.0,0.0
2023-12-25,1868.0,151.0,585.0,10.0,32.0,631.0,5465.0,1238.0,1580.0,3225.0,300.0,0.0,297.0,1215.0,50.0,747.0,0.0,0.0,2440.0,1330.0,3034.0,254.0,1736.0,306.0,144.0,248.0,839.0,0.0,180.0,3940.0,596.0,354.0,5.0,558.0,147.0,30.0,60.0,0.0,1.0,110.0,35.0,65.0,2575.0,3110.0,0.0,0.0,124.0,4.0,1040.0,1050.0,1190.0,17920.0,4.0,0.0,11.0,0.0,223.0,22.0,0.0,3000.0,118.0,16.0,0.0,629.0,148.0,320.0,8880.0,10.0,0.0,200.0,555.0,60.0,295.0,618.0,160.0,665.0,935.0,60.0,935.0,43.0,823.0,10.0,500.0,10.0,1480.0,18.0,301.0,40.0,1200.0,15.0,6.0,3565.0,15.0,3.0,177.5,27.5,32.5,0.0,7.0,0.0,120.0,0.0,405.0,4.0,0.0,710.0,0.0,0.0,0.0,300.0,20.0,0.0,0.0,0.0,0.0,0.0,1640.0,50.0,700.0,140.0,46.0,1460.0,15.0,350.0,350.0,780.0,1050.0,1.0,40.0,80.0,0.0,0.0,202.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,200.0,800.0,0.0,0.0,170.0,40.0,0.0,20.0,90.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,240.0,500.0,0.0,0.0,2.0,0.0,0.0,300.0,0.0,0.0,0.0,2400.0,0.0,240.0,0.0,0.0,0.0,240.0,180.0,0.0,0.0,20.0,0.0,40.0,0.0,1.0,120.0,20.0,10.0,0.0,600.0,2.0,0.0,0.0,120.0,400.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,1.72,0.228,1.1,1.51,0.17500000000000002,1.235,0.35,0.3,0.066,0.3,0.144,0.046,0.1,0.0,0.101,0.086,0.087,0.006,0.578,0.7,0.0,0.0,0.048,0.0,0.0,0.0,0.004,0.0,0.11,0.05,0.02,0.2,0.1,0.0,0.362,0.0,0.198,0.0,0.8,0.014,0.08,0.15,0.0,0.07,0.011,0.0,0.028,0.0,0.0,0.0,0.012,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.006,0.12,0.008,0.24,0.0,0.0,0.0,0.0
2023-12-26,798.0,67.0,500.0,0.0,22.0,620.0,4954.0,903.0,1206.0,1200.0,0.0,0.0,504.0,655.0,40.0,593.0,50.0,60.0,495.0,730.0,2426.0,180.0,1344.0,239.0,112.0,184.0,619.0,0.0,0.0,2780.0,438.0,270.0,0.0,1326.0,94.0,20.0,40.0,0.0,0.0,0.0,10.0,30.0,1780.0,2420.0,0.0,0.0,142.0,10.0,975.0,620.0,1280.0,11815.0,10.0,6.0,14.0,6.0,303.0,32.0,30.0,4000.0,57.0,12.0,6.0,415.0,116.0,105.0,5550.0,0.0,15.0,50.0,535.0,60.0,455.0,567.0,115.0,225.0,620.0,160.0,620.0,38.0,653.0,0.0,100.0,0.0,2590.0,28.0,197.0,24.0,1200.0,7.0,6.0,1145.0,5.0,1.0,102.5,15.5,10.0,0.0,5.0,0.0,50.0,0.0,209.0,8.0,0.0,445.0,50.0,100.0,0.0,100.0,150.0,0.0,0.0,1000.0,0.0,0.0,1080.0,50.0,500.0,155.0,46.0,1755.0,15.0,350.0,350.0,740.0,1050.0,0.0,40.0,44.0,200.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,200.0,200.0,0.0,0.0,160.0,65.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,480.0,0.0,0.0,0.0,4.0,200.0,0.0,200.0,15.0,0.0,0.0,1200.0,40.0,120.0,0.0,0.0,0.0,200.0,150.0,0.0,0.0,0.0,0.0,20.0,8.0,0.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,10.0,3.0,90.0,350.0,0.0,0.0,0.94,0.184,1.1,3.21,0.185,1.9200000000000002,0.0,0.0,0.188,0.602,0.02,0.08,0.0,0.22,0.07300000000000001,0.21000000000000002,0.179,0.027,1.056,1.95,0.0,0.2,0.05,1.01,0.1,0.0,0.0,0.0,0.52,0.04,0.0,0.0,0.0,0.16,0.91,0.0,0.10600000000000001,0.0,0.0,0.007,0.21,0.06,0.0,0.0,0.01,0.0,0.034,0.02,0.0,0.0,0.012,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.18,0.012,0.36,0.0,0.0,0.0,0.0
2023-12-27,1505.0,132.0,670.0,0.0,37.0,984.0,7501.0,1133.0,1418.0,2750.0,0.0,0.0,321.0,855.0,230.0,715.0,250.0,50.0,145.0,500.0,2519.0,237.0,1778.0,276.0,134.0,232.0,736.0,0.0,0.0,3390.0,573.0,257.0,0.0,614.0,122.0,0.0,0.0,0.0,0.0,60.0,19.0,5.0,2600.0,3150.0,2.0,2.0,115.0,18.0,770.0,600.0,900.0,13955.0,16.0,4.0,9.0,4.0,400.0,22.0,20.0,1500.0,77.0,12.0,2.0,373.0,108.0,295.0,10560.0,0.0,0.0,50.0,350.0,70.0,180.0,457.0,190.0,475.0,540.0,20.0,540.0,33.0,915.0,0.0,600.0,5.0,1000.0,20.0,170.0,75.0,600.0,12.0,0.0,2125.0,15.0,3.0,107.5,26.5,25.0,0.0,7.0,0.0,50.0,0.0,1024.0,24.0,0.0,770.0,0.0,0.0,0.0,400.0,150.0,0.0,0.0,500.0,0.0,0.0,540.0,50.0,810.0,200.0,39.0,1560.0,15.0,350.0,350.0,740.0,1050.0,1.0,10.0,40.0,100.0,0.0,302.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,600.0,40.0,220.0,75.0,40.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,200.0,30.0,240.0,1000.0,0.0,900.0,2.0,100.0,0.0,200.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,60.0,0.0,0.0,0.0,0.0,50.0,4.0,1.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,150.0,400.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.178,1.04,4.32,0.194,3.17,0.35,0.0,0.27,1.202,0.16,0.04,0.03,0.0,0.065,0.62,0.229,0.016,1.692,1.2,0.6000000000000001,0.0,0.088,2.4000000000000004,0.23,0.004,0.004,0.01,0.1,0.08,0.31,0.5,0.256,0.0,0.97,0.0,0.252,0.0,0.4,0.021,0.2,0.15,0.0,0.07,0.006,0.2,0.032,0.0,0.0,1.0,0.03,0.06,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.024,0.72,0.0,0.0,0.0,0.0
2023-12-28,950.0,130.0,650.0,20.0,34.0,752.0,6357.0,964.0,1175.0,2875.0,0.0,0.0,201.0,785.0,180.0,638.0,150.0,0.0,840.0,770.0,2240.0,205.0,1482.0,231.0,112.0,204.0,725.0,0.0,180.0,3140.0,506.0,266.0,5.0,1006.0,164.0,0.0,0.0,0.0,1.0,50.0,34.0,70.0,1910.0,2580.0,2.0,2.0,157.0,8.0,960.0,1150.0,1460.0,10600.0,6.0,0.0,11.0,0.0,50.0,20.0,0.0,1100.0,102.0,12.0,8.0,340.0,92.0,160.0,7700.0,10.0,120.0,50.0,550.0,60.0,450.0,367.0,140.0,195.0,485.0,80.0,485.0,27.0,909.0,0.0,400.0,10.0,710.0,14.0,143.0,13.0,600.0,0.0,0.0,2150.0,0.0,0.0,100.0,12.0,12.5,0.0,9.0,0.0,80.0,500.0,1208.0,8.0,0.0,290.0,50.0,100.0,0.0,400.0,320.0,0.0,0.0,0.0,0.0,0.0,1640.0,0.0,980.0,150.0,25.0,2430.0,0.0,450.0,450.0,980.0,1350.0,1.0,20.0,20.0,0.0,0.0,300.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,150.0,100.0,0.0,0.0,185.0,80.0,80.0,20.0,90.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,200.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,30.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,40.0,20.0,0.0,500.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,20.0,0.0,30.0,0.0,0.0,0.0,1.48,0.064,1.02,2.8400000000000003,0.14,1.1,0.0,0.15,0.084,0.002,0.54,0.0,0.09,0.44,0.08,0.57,0.12,0.023,1.192,1.15,0.2,0.0,0.1,0.4,0.1,0.0,0.0,0.0,0.02,0.12,0.0,0.1,0.05,0.0,0.4,0.0,0.122,0.0,0.8,0.014,0.08,0.124,0.0,0.0,0.004,0.0,0.042,0.0,0.02,0.0,0.018000000000000002,0.012,0.04,0.0,0.0,0.0,0.0,0.0,0.006,0.12,0.008,0.24,0.0,0.0,0.0,0.0
